real_estate_price,station_name,station_location,station_distance,estate_lon,estate_lat
19412.0,利济北路,"(114.270119, 30.577433)",0.0022145026562255614,114.27175263679,30.575937923797
19412.0,建安街,"(114.313759, 30.504025)",0.006265330770454543,114.32002417426,30.504069284931
19413.0,龙阳村,"(114.206329, 30.552879)",0.009899969141375272,114.215787,30.549954
19418.0,积玉桥,"(114.308679, 30.561284)",0.004920091462563689,114.312597,30.558308
19419.0,汉口火车站,"(114.254961, 30.615485)",0.0028040550993127166,114.254304,30.618211
19419.0,街道口,"(114.353503, 30.526597)",0.004336180116190571,114.34978,30.524374
19419.0,红钢城,"(114.401431, 30.639088)",0.012329858782886912,114.39001807026,30.643753881734
19420.0,华中科技大学,"(114.414237, 30.50741)",0.006724669880369808,114.410526,30.501802
19423.0,广埠屯,"(114.364207, 30.522437)",0.00562410970731173,114.359598,30.519214
19424.0,汉阳火车站,"(114.252849, 30.551732)",0.008777215534062837,114.25544425278,30.560116758526
19426.0,小龟山,"(114.32652, 30.551108)",0.006147638977688914,114.332492,30.552567
19427.0,余家头,"(114.352171, 30.608032)",0.005928211197320413,114.355289,30.60299
19429.0,马鹦路,"(114.266799, 30.537882)",0.005392819391501888,114.26194015466,30.54022168437
19430.0,惠济二路,"(114.291463, 30.612937)",0.006400649732636718,114.286764,30.617283
19431.0,司门口黄鹤楼,"(114.302501, 30.546913)",0.0033500805960412993,114.304805,30.544481
19437.0,中一路,"(114.281162, 30.639903)",0.006269892425093043,114.27490956168,30.64037051051
19438.0,新河街,"(114.317111, 30.56256)",0.0032179176496587403,114.317248,30.565775
19444.0,积玉桥,"(114.308679, 30.561284)",0.004001627293997807,114.312565,30.562239
19447.0,梅苑小区,"(114.326149, 30.530916)",0.007900367712961692,114.321292,30.537147
19458.0,小东门,"(114.318461, 30.545012)",0.00415519253464817,114.318106,30.540872
19465.0,惠济二路,"(114.291463, 30.612937)",0.0035334369953334476,114.290874,30.616421
19470.0,积玉桥,"(114.308679, 30.561284)",0.0035271933240004377,114.30761211994,30.557922027412
19472.0,竹叶山,"(114.287104, 30.625318)",0.008498680421707436,114.27860535234,30.625294402089
19474.0,杨家湾,"(114.382732, 30.505122)",0.01028035505223549,114.380522,30.515162
19475.0,长港路,"(114.246021, 30.627168)",0.005431196197409788,114.24755240016,30.632378825816
19475.0,赵家条,"(114.297076, 30.617866)",0.006449421989603104,114.297788,30.611456
19479.0,罗家庄,"(114.303976, 30.623628)",0.0020906329185171216,114.305391,30.622089
19482.0,杨家湾,"(114.382732, 30.505122)",0.0031559280726915252,114.382523,30.508271
19486.0,中南路,"(114.332959, 30.537528)",0.004679584990830083,114.32875202349,30.535478642947
19491.0,香港路,"(114.284769, 30.605235)",0.003018664108510632,114.285892,30.608037
19495.0,湖口,"(114.448734, 30.487938)",0.016840276007238683,114.452274,30.504402
19503.0,湖口,"(114.448734, 30.487938)",0.0068771542079523315,114.454089,30.492253
19506.0,香港路,"(114.284769, 30.605235)",0.004108555463904734,114.281897,30.608173
19507.0,长港路,"(114.246021, 30.627168)",0.005292143705534383,114.251097,30.628665
19509.0,新河街,"(114.317111, 30.56256)",0.0017914477385669117,114.31767,30.560858
19518.0,汉正街,"(114.274677, 30.571218)",0.002098868007396674,114.27570745859,30.569389502801
19528.0,宗关,"(114.224975, 30.580306)",0.007744510959380707,114.217702,30.577645
19529.0,徐东,"(114.346233, 30.587975)",0.006550807736453144,114.340114,30.590314
19533.0,洪山广场,"(114.336354, 30.545298)",0.0050215380114044215,114.334066,30.549768
19546.0,硚口路,"(114.250444, 30.571547)",0.004879195937864343,114.245612,30.572224
19552.0,瑞安街,"(114.314257, 30.516522)",0.01257366993733556,114.32679761184,30.517433169782
19554.0,和平公园,"(114.386836, 30.631463)",0.005599369319430448,114.38129077371,30.630686210345
